"begin_date_diff","end_date_diff","date_diff","pipeline"
"03/30/2018","03/31/2018",3,"SG Resources Mississippi, LLC"
"11/23/2021","11/23/2021",2,"SG Resources Mississippi, LLC"
"01/01/2020","12/30/2021",731,"Cameron Interstate Pipeline, LLC"
"08/07/2020","08/12/2020",7,"Pine Needle LNG Company, L.L.C."
"08/29/2020","08/29/2020",2,"Pine Needle LNG Company, L.L.C."
"09/05/2020","09/05/2020",2,"Pine Needle LNG Company, L.L.C."
"12/06/2019","12/06/2019",2,"Rager Mountain Storage Company LLC"
"08/04/2021","08/04/2021",2,"Crossroads Pipeline Company"
"08/14/2021","08/31/2021",19,"Crossroads Pipeline Company"
"09/02/2021","09/02/2021",2,"Crossroads Pipeline Company"
"09/27/2021","09/28/2021",3,"Crossroads Pipeline Company"
"10/07/2021","10/25/2021",20,"Crossroads Pipeline Company"
"11/09/2021","11/16/2021",9,"Crossroads Pipeline Company"
"11/21/2021","11/22/2021",3,"Crossroads Pipeline Company"
"12/04/2021","12/04/2021",2,"Crossroads Pipeline Company"
"02/18/2020","02/18/2020",2,"Cheniere Creole Trail Pipeline, L.P."
"07/07/2020","07/10/2020",5,"Cheniere Creole Trail Pipeline, L.P."
"07/13/2020","07/14/2020",3,"Cheniere Creole Trail Pipeline, L.P."
"01/23/2021","01/23/2021",2,"Cheniere Creole Trail Pipeline, L.P."
"12/11/2021","12/11/2021",2,"Cheniere Creole Trail Pipeline, L.P."
"12/18/2021","12/18/2021",2,"Cheniere Creole Trail Pipeline, L.P."
"12/25/2021","12/25/2021",2,"Cheniere Creole Trail Pipeline, L.P."
"08/24/2021","08/26/2021",4,"Saltville Gas Storage Company LLC"
"03/30/2018","03/31/2018",3,"Bluewater Gas Storage, LLC"
"08/24/2021","08/26/2021",4,"Bobcat Storage"
"03/30/2018","03/31/2018",3,"Spire Storage West LLC"
"11/23/2021","11/23/2021",2,"Spire Storage West LLC"
"03/30/2018","03/31/2018",3,"Freebird Gas Storage LLC"
"11/23/2021","11/23/2021",2,"Freebird Gas Storage LLC"
"11/26/2021","11/26/2021",2,"Freebird Gas Storage LLC"
"03/30/2018","03/31/2018",3,"Blue Lake Gas Storage Company"
"03/07/2021","03/07/2021",2,"Blue Lake Gas Storage Company"
"11/23/2021","11/23/2021",2,"Blue Lake Gas Storage Company"
"03/30/2018","03/31/2018",3,"Caledonia Energy Partners, LLC"
"11/23/2021","11/23/2021",2,"Caledonia Energy Partners, LLC"
"03/30/2018","03/31/2018",3,"Mississippi Hub, LLC"
"06/13/2020","06/30/2020",19,"Hardy Storage Company, LLC"
"07/02/2020","07/23/2020",23,"Hardy Storage Company, LLC"
"08/01/2020","09/30/2020",62,"Hardy Storage Company, LLC"
"10/02/2020","10/16/2020",16,"Hardy Storage Company, LLC"
"10/18/2020","10/18/2020",2,"Hardy Storage Company, LLC"
"08/14/2021","08/31/2021",19,"Hardy Storage Company, LLC"
"09/02/2021","09/19/2021",19,"Hardy Storage Company, LLC"
"10/06/2021","10/30/2021",26,"Hardy Storage Company, LLC"
"11/09/2021","11/16/2021",9,"Hardy Storage Company, LLC"
"11/21/2021","11/21/2021",2,"Hardy Storage Company, LLC"
"12/04/2021","12/04/2021",2,"Hardy Storage Company, LLC"
