begin_date_diff,end_date_diff,date_diff,pipeline
7/6/2020,7/11/2020,5,"Cheniere Creole Trail Pipeline, L.P."
7/12/2020,7/15/2020,3,"Cheniere Creole Trail Pipeline, L.P."
1/22/2021,1/24/2021,2,"Cheniere Creole Trail Pipeline, L.P."
12/10/2021,12/12/2021,2,"Cheniere Creole Trail Pipeline, L.P."
12/17/2021,12/19/2021,2,"Cheniere Creole Trail Pipeline, L.P."
12/24/2021,12/26/2021,2,"Cheniere Creole Trail Pipeline, L.P."
8/23/2021,8/27/2021,4,Saltville Gas Storage Company LLC
3/29/2018,4/1/2018,3,"Bluewater Gas Storage, LLC"
8/23/2021,8/27/2021,4,Bobcat Storage
3/29/2018,4/1/2018,3,Spire Storage West LLC
11/22/2021,11/24/2021,2,Spire Storage West LLC
3/29/2018,4/1/2018,3,Freebird Gas Storage LLC
11/22/2021,11/24/2021,2,Freebird Gas Storage LLC
11/25/2021,11/27/2021,2,Freebird Gas Storage LLC
3/29/2018,4/1/2018,3,Blue Lake Gas Storage Company
3/6/2021,3/8/2021,2,Blue Lake Gas Storage Company
11/22/2021,11/24/2021,2,Blue Lake Gas Storage Company
3/29/2018,4/1/2018,3,"Caledonia Energy Partners, LLC"
11/22/2021,11/24/2021,2,"Caledonia Energy Partners, LLC"
3/29/2018,4/1/2018,3,"Mississippi Hub, LLC"
6/12/2020,7/1/2020,19,"Hardy Storage Company, LLC"
7/1/2020,7/24/2020,23,"Hardy Storage Company, LLC"
7/31/2020,10/1/2020,62,"Hardy Storage Company, LLC"
10/1/2020,10/17/2020,16,"Hardy Storage Company, LLC"
10/17/2020,10/19/2020,2,"Hardy Storage Company, LLC"
8/13/2021,9/1/2021,19,"Hardy Storage Company, LLC"
9/1/2021,9/20/2021,19,"Hardy Storage Company, LLC"
10/5/2021,10/31/2021,26,"Hardy Storage Company, LLC"
11/8/2021,11/17/2021,9,"Hardy Storage Company, LLC"
11/20/2021,11/22/2021,2,"Hardy Storage Company, LLC"
12/3/2021,12/5/2021,2,"Hardy Storage Company, LLC"
